ORIG	DEST	N_TOT
285	285	1
285	2625	1
288	288	1
290	288	1
291	291	1
291	292	1
292	292	1
292	294	1
294	294	1
294	295	1
294	310	1
295	281	1
295	285	1
295	295	2
303	257	1
304	525	1
305	304	1
305	305	1
307	321	1
309	310	1
310	310	2
310	313	1
310	320	1
310	321	1
311	309	1
311	311	1
313	275	1
313	313	1
314	314	1
314	318	1
315	314	1
315	315	2
315	2668	1
316	315	2
316	316	1
316	318	1
317	317	1
318	311	1
318	317	1
318	318	2
320	472	1
321	321	2
321	473	1
322	330	1
323	323	1
323	328	1
324	323	1
324	324	1
324	329	1
325	324	1
325	325	1
326	325	1
326	326	2
326	341	1
328	322	1
329	326	1
329	329	1
330	318	1
330	330	1
339	326	1
341	341	1
341	476	1
341	3362	1
342	342	1
343	342	1
344	344	1
344	390	1
345	344	1
345	345	1
347	347	1
347	386	1
348	347	1
351	376	1
358	358	1
359	358	1
359	359	1
360	359	1
376	376	1
386	387	1
387	345	1
387	387	1
389	390	1
390	390	2
396	398	1
398	398	1
398	441	1
402	405	1
405	405	1
405	408	1
408	408	1
409	435	1
417	417	1
424	428	1
426	417	1
426	426	1
427	426	1
427	427	1
428	428	1
432	434	1
434	427	1
434	434	1
435	435	1
436	439	1
439	439	1
439	446	1
441	441	1
441	443	1
443	443	1
446	446	1
457	483	1
463	457	1
468	468	1
468	478	1
469	468	1
472	305	1
472	472	2
473	472	1
473	473	1
476	476	1
476	481	1
478	478	1
480	480	1
480	4604	1
481	481	1
483	483	1
483	484	1
484	480	1
484	484	1
493	669	1
500	500	1
501	501	1
501	502	1
502	502	1
513	513	1
514	513	1
514	642	1
519	307	1
526	2668	1
532	534	1
534	534	1
538	538	1
538	546	1
539	538	1
539	539	1
540	540	1
541	539	1
541	541	2
546	546	1
553	553	1
554	553	1
554	554	1
555	248	1
555	555	1
557	250	1
557	557	1
559	559	1
559	1008	1
561	2668	1
578	175	1
578	578	1
580	580	1
580	592	1
581	624	1
584	85	1
584	584	1
585	936	1
586	587	1
587	587	2
587	615	2
592	592	1
594	1008	1
598	602	1
601	183	1
601	601	1
602	602	1
602	603	1
603	603	1
606	606	1
606	609	1
607	606	1
608	541	1
608	608	1
609	609	1
609	637	1
610	608	1
614	614	1
615	614	1
615	615	2
624	624	1
624	655	1
631	631	1
631	632	1
631	655	1
631	2668	1
632	632	1
632	634	1
633	633	1
634	601	1
634	634	2
635	2668	1
637	636	1
637	637	1
641	541	1
641	641	1
642	540	1
642	641	1
642	642	1
653	633	1
654	634	1
654	654	1
655	654	1
655	655	2
655	656	1
656	631	1
656	656	1
665	665	1
666	665	1
666	666	1
666	5514	1
667	501	1
669	669	1
671	693	1
675	675	1
689	689	1
693	693	1
693	695	1
695	695	1
708	713	1
712	707	1
713	714	1
714	715	1
715	712	1
717	717	1
718	717	1
720	720	1
732	720	1
742	775	1
775	775	1
779	781	1
780	708	1
780	797	1
781	780	1
782	2662	1
787	790	1
789	794	1
790	789	1
790	790	1
791	791	1
791	792	1
792	779	1
792	792	1
792	2668	1
794	791	1
794	792	1
794	794	1
796	796	1
796	797	1
797	780	1
797	797	1
799	800	1
800	796	1
803	804	1
804	807	1
805	803	1
807	810	1
810	742	1
832	832	1
832	848	1
837	837	1
838	837	1
848	848	1
851	832	1
851	851	1
852	851	1
852	852	1
853	852	1
860	256	1
860	867	1
862	863	1
863	863	1
863	866	1
866	866	2
866	869	2
867	866	1
867	867	1
868	862	1
869	869	2
869	875	1
869	885	1
872	880	1
875	875	1
875	876	1
876	71	1
878	878	2
880	878	1
880	880	1
882	882	1
882	883	1
883	878	1
883	883	1
884	882	1
884	884	2
885	884	2
885	885	1
885	936	1
897	898	1
898	898	1
898	900	1
900	675	1
900	900	1
905	905	1
910	911	1
911	911	1
911	918	1
917	917	1
918	918	1
918	919	1
919	917	1
919	919	1
923	926	1
926	926	1
926	927	1
927	927	1
927	928	1
928	928	1
934	585	1
934	934	1
935	934	1
936	584	1
936	587	1
936	936	1
936	4137	1
942	942	1
942	943	1
942	944	1
942	945	1
943	943	1
944	944	1
944	946	1
944	976	1
945	945	1
945	947	1
946	946	1
946	947	1
947	947	1
947	958	1
947	1504	1
949	949	1
949	950	1
949	957	1
950	950	1
950	998	1
951	951	1
951	962	1
952	951	1
953	954	1
954	954	1
954	963	1
955	955	1
956	947	1
956	956	1
956	962	1
957	956	1
957	957	1
958	956	1
958	992	1
959	949	2
959	959	1
960	960	1
960	961	1
960	962	1
961	959	1
961	961	1
962	955	1
962	962	3
963	963	1
967	958	1
969	960	1
970	950	1
973	990	1
975	944	1
976	942	1
977	975	1
990	967	1
998	1055	1
1008	136	1
1008	500	1
1023	4137	1
1032	1032	1
1032	1033	1
1033	1033	1
1036	1417	1
1036	2312	1
1043	2524	1
1051	1032	1
1051	1051	1
1052	1051	1
1053	1054	1
1054	1054	2
1054	1067	1
1055	1043	1
1058	1054	1
1067	1036	1
1071	1071	1
1071	1074	1
1072	1071	1
1074	1074	1
1074	1075	1
1075	1075	1
1075	2311	1
1369	1370	1
1370	1370	1
1373	1373	1
1373	1491	1
1374	945	1
1375	1374	1
1375	1375	1
1375	1376	1
1376	1376	1
1376	1377	1
1377	1380	1
1378	1381	1
1379	1023	1
1380	942	1
1380	1375	1
1380	1380	2
1381	1380	1
1381	1381	1
1393	1393	1
1394	1480	1
1403	970	1
1405	1405	1
1405	1446	1
1406	1406	1
1410	1410	1
1412	1410	1
1412	1412	1
1414	1412	1
1414	1414	2
1414	1419	1
1416	1036	1
1416	1416	1
1416	1417	1
1416	1419	1
1417	1417	2
1417	1418	1
1417	2528	1
1418	224	1
1418	1418	1
1419	1416	1
1419	1419	2
1421	1414	1
1426	1008	1
1432	154	1
1432	1436	1
1436	1436	1
1446	1446	1
1446	1447	1
1447	1447	1
1451	1406	1
1451	1451	1
1451	1485	1
1452	1452	1
1452	1462	2
1462	1462	2
1462	1463	2
1463	1463	2
1463	1466	1
1463	1473	2
1464	1468	1
1464	1469	1
1465	1452	1
1465	1464	1
1465	1465	1
1466	1451	2
1466	1466	3
1467	1466	1
1467	1467	1
1468	113	1
1468	1465	1
1468	1468	1
1469	1464	1
1469	1472	1
1470	1469	1
1470	1470	1
1471	1470	1
1472	1467	1
1472	1472	2
1472	1476	1
1473	1379	1
1473	1472	1
1473	1473	1
1473	1477	1
1476	1476	1
1477	1477	1
1480	1393	1
1480	1480	1
1489	1489	1
1491	1489	1
1491	1491	1
1497	1497	1
1498	1497	1
1499	1498	1
1499	1499	1
1501	1499	1
1501	1501	1
1504	1501	1
1506	1373	1
1511	1511	1
1511	1520	1
1512	1511	1
1520	1520	1
2281	2292	1
2282	2281	1
2282	2282	1
2283	2282	1
2283	2283	1
2287	2291	1
2290	2287	1
2290	2290	2
2291	2290	1
2291	2291	1
2292	2290	1
2292	2292	1
2294	2283	1
2294	2294	1
2296	2297	1
2297	2298	1
2298	2294	1
2311	2311	1
2312	2729	1
2313	2313	1
2316	2317	1
2317	2317	1
2317	2321	1
2321	2321	1
2321	2323	1
2323	2323	1
2324	2324	1
2330	2331	1
2331	2331	1
2331	2334	1
2334	2334	1
2334	2335	1
2335	2313	1
2335	2335	1
2340	2344	1
2341	2324	1
2341	2341	1
2342	2342	1
2344	2341	1
2345	2342	1
2351	2361	1
2361	2361	1
2364	2372	1
2367	2367	1
2368	2368	1
2368	2369	1
2369	2367	1
2369	2369	1
2370	2368	1
2371	2371	1
2372	2371	1
2396	2404	1
2397	2396	1
2398	2397	1
2399	2398	1
2399	2399	1
2400	2399	1
2402	2400	1
2402	2469	1
2404	2432	1
2406	2433	1
2413	2662	1
2419	2419	1
2421	2423	1
2422	2421	1
2422	2422	2
2422	2423	1
2422	2424	1
2423	2423	2
2423	2449	1
2423	2695	1
2424	2424	1
2426	2427	1
2427	2427	1
2430	2426	1
2430	2430	1
2431	2430	1
2431	2431	2
2432	2433	1
2433	2433	2
2433	2434	1
2434	2434	1
2434	2435	1
2435	2431	1
2436	2431	1
2440	2440	1
2445	2440	1
2445	2445	1
2448	2448	1
2448	2449	1
2449	2422	1
2449	2445	1
2449	2449	2
2449	2451	1
2451	2451	1
2451	2453	1
2453	2448	1
2459	2668	1
2469	2469	1
2501	2503	1
2503	2503	1
2514	2514	1
2514	4137	1
2518	2518	1
2521	278	1
2521	2521	1
2524	2514	1
2524	2524	1
2528	2524	1
2528	2528	1
2538	2538	1
2538	2539	1
2539	2539	1
2539	2602	1
2540	2538	1
2584	2584	1
2585	2586	1
2586	2614	1
2590	2590	1
2591	2584	1
2591	2585	1
2591	2591	1
2592	2590	1
2594	2594	1
2595	2594	1
2595	2595	1
2596	2595	1
2596	2596	1
2599	2596	1
2601	2601	1
2601	2608	1
2602	2601	1
2602	2602	1
2603	2622	1
2605	2605	2
2605	2606	1
2605	2622	1
2606	2613	1
2607	2609	1
2608	2605	1
2608	2608	1
2609	2591	1
2609	2609	1
2610	2607	1
2610	2610	1
2611	2611	1
2613	2610	1
2613	2613	1
2614	2611	1
2622	2605	1
2622	2622	1
2622	2623	1
2623	316	1
2624	316	1
2625	2624	1
2625	2625	1
2662	389	1
2662	2419	1
2662	2662	1
2668	88	1
2668	121	1
2668	666	1
2668	689	1
2668	905	1
2668	2422	1
2676	2676	1
2676	3362	1
2679	2676	1
2683	2683	1
2683	2695	1
2684	2683	1
2689	2689	1
2689	2706	1
2695	2689	1
2695	2695	1
2695	2703	1
2703	2703	2
2703	2802	1
2706	2703	1
2721	2758	1
2730	2591	1
2758	2730	1
2802	2802	1
3362	1414	1
4137	1397	1
4604	559	1
5514	177	1
5514	977	1
